pc_time_s,time_s,roll_heading,roll_velocity,roll_accel_est,pid,ff,motor_cmd,p,i,d,ff_gain
1776020652.153089,60.731,-122.888855,-4.5e-05,0.086723,0.000449,0.0,0.000449,0.0,0.0,10.0,0.0
1776020652.1731858,60.751,-122.887283,0.000492,0.111757,-0.004921,0.0,-0.004921,0.0,0.0,10.0,0.0
1776020652.193181,60.771,-122.887817,0.000388,-0.021058,-0.003877,0.0,-0.003877,0.0,0.0,10.0,0.0
1776020652.2141879,60.791,-122.889252,-0.001483,0.170416,0.014833,0.0,0.014833,0.0,0.0,10.0,0.0
1776020652.2332852,60.811,-122.888802,0.000366,-0.093,-0.003658,0.0,-0.003658,0.0,0.0,10.0,0.0
1776020652.253265,60.831,-122.890068,-0.000339,-0.000194,0.00339,0.0,0.00339,0.0,0.0,10.0,0.0
1776020652.2731917,60.851,-122.88958,-0.00077,0.037666,0.007704,0.0,0.007704,0.0,0.0,10.0,0.0
1776020652.2936022,60.871,-122.890533,-0.001631,0.304232,0.016305,0.0,0.016305,0.0,0.0,10.0,0.0
1776020652.3131847,60.891,-122.888321,-0.000253,0.026898,0.002527,0.0,0.002527,0.0,0.0,10.0,0.0
1776020652.33341,60.911,-122.888374,4.2e-05,-0.152874,-0.000416,0.0,-0.000416,0.0,0.0,10.0,0.0
1776020652.3533714,60.931,-122.887596,-0.000572,0.00681,0.005721,0.0,0.005721,0.0,0.0,10.0,0.0
1776020652.3730445,60.951,-122.888481,-0.000752,0.153706,0.007524,0.0,0.007524,0.0,0.0,10.0,0.0
1776020652.3933508,60.971,-122.887146,-6.5e-05,0.135835,0.000648,0.0,0.000648,0.0,0.0,10.0,0.0
1776020652.4133232,60.991,-122.888222,0.001523,-0.183999,-0.015229,0.0,-0.015229,0.0,0.0,10.0,0.0
1776020652.4335046,61.011,-122.885971,1.4e-05,0.04185,-0.000142,0.0,-0.000142,0.0,0.0,10.0,0.0
1776020652.4535127,61.031,-122.886627,-0.00085,0.1896,0.008496,0.0,0.008496,0.0,0.0,10.0,0.0
1776020652.4733434,61.051,-122.884171,-9.8e-05,0.151367,0.000979,0.0,0.000979,0.0,0.0,10.0,0.0
1776020652.4932306,61.071,-122.884056,0.00057,-0.059079,-0.0057,0.0,-0.0057,0.0,0.0,10.0,0.0
1776020652.5136302,61.091,-122.883034,-0.000386,-0.079397,0.003856,0.0,0.003856,0.0,0.0,10.0,0.0
1776020652.5339158,61.111,-122.881104,-0.001554,0.266546,0.015542,0.0,0.015542,0.0,0.0,10.0,0.0
1776020652.5538378,61.131,-122.880753,-0.000137,0.054269,0.001372,0.0,0.001372,0.0,0.0,10.0,0.0
1776020652.5736196,61.151,-122.878166,0.000199,-0.152122,-0.00199,0.0,-0.00199,0.0,0.0,10.0,0.0
1776020652.5945635,61.171,-122.879196,-0.000337,-0.111221,0.003366,0.0,0.003366,0.0,0.0,10.0,0.0
1776020652.6136386,61.191,-122.876587,-0.000449,0.063423,0.004485,0.0,0.004485,0.0,0.0,10.0,0.0
1776020652.6347213,61.211,-122.877899,-0.001544,0.445964,0.015444,0.0,0.015444,0.0,0.0,10.0,0.0
1776020652.6535034,61.231,-122.87719,-0.001135,0.215157,0.011352,0.0,0.011352,0.0,0.0,10.0,0.0
1776020652.6740677,61.251,-122.877953,-0.001125,0.228694,0.011251,0.0,0.011251,0.0,0.0,10.0,0.0
1776020652.6945906,61.271,-122.875809,3.5e-05,-0.00966,-0.000352,0.0,-0.000352,0.0,0.0,10.0,0.0
1776020652.7148964,61.291,-122.875168,-0.000505,0.018852,0.005047,0.0,0.005047,0.0,0.0,10.0,0.0
1776020652.733979,61.311,-122.873032,-0.00012,-0.208996,0.001201,0.0,0.001201,0.0,0.0,10.0,0.0
1776020652.7535112,61.331,-122.875244,-0.000207,-0.135253,0.002067,0.0,0.002067,0.0,0.0,10.0,0.0
1776020652.7735314,61.351,-122.874428,6.7e-05,-0.10333,-0.000673,0.0,-0.000673,0.0,0.0,10.0,0.0
1776020652.79449,61.371,-122.875916,-0.000264,0.041307,0.00264,0.0,0.00264,0.0,0.0,10.0,0.0
1776020652.8135233,61.391,-122.874535,-0.000454,0.030565,0.004543,0.0,0.004543,0.0,0.0,10.0,0.0
1776020652.8339577,61.411,-122.873474,0.000146,-0.124797,-0.001459,0.0,-0.001459,0.0,0.0,10.0,0.0
1776020652.8536522,61.431,-122.872269,0.000652,-0.150638,-0.006518,0.0,-0.006518,0.0,0.0,10.0,0.0
1776020652.8745732,61.451,-122.872856,-0.000224,-0.024671,0.002236,0.0,0.002236,0.0,0.0,10.0,0.0
1776020652.8935053,61.471,-122.872993,-0.000539,-0.006309,0.005386,0.0,0.005386,0.0,0.0,10.0,0.0
1776020652.9139185,61.491,-122.871925,-0.001486,0.213036,0.014859,0.0,0.014859,0.0,0.0,10.0,0.0
1776020652.9345462,61.511,-122.873459,-0.000588,0.285992,0.005875,0.0,0.005875,0.0,0.0,10.0,0.0
1776020652.9539523,61.531,-122.871719,-0.00027,0.03184,0.002704,0.0,0.002704,0.0,0.0,10.0,0.0
1776020652.973066,61.551,-122.8713,-7.1e-05,-0.126027,0.000715,0.0,0.000715,0.0,0.0,10.0,0.0
1776020652.9941971,61.571,-122.869003,-0.000799,-0.018146,0.007988,0.0,0.007988,0.0,0.0,10.0,0.0
1776020653.0145974,61.591,-122.869713,0.000217,-0.03373,-0.002175,0.0,-0.002175,0.0,0.0,10.0,0.0
1776020653.0332346,61.611,-122.870468,0.00033,0.085299,-0.003304,0.0,-0.003304,0.0,0.0,10.0,0.0
1776020653.0536141,61.631,-122.871803,0.000381,-0.020846,-0.003812,0.0,-0.003812,0.0,0.0,10.0,0.0
1776020653.0731814,61.651,-122.868538,1.9e-05,-0.10178,-0.000195,0.0,-0.000195,0.0,0.0,10.0,0.0
1776020653.0939357,61.671,-122.868416,0.000328,-0.055898,-0.003283,0.0,-0.003283,0.0,0.0,10.0,0.0
1776020653.113518,61.691,-122.868706,0.001371,-0.379508,-0.013713,0.0,-0.013713,0.0,0.0,10.0,0.0
1776020653.1347072,61.711,-122.870003,0.00028,-0.061912,-0.002801,0.0,-0.002801,0.0,0.0,10.0,0.0
1776020653.1531441,61.731,-122.869888,-0.000364,0.069415,0.003641,0.0,0.003641,0.0,0.0,10.0,0.0
1776020653.1733801,61.751,-122.870041,0.000682,-0.038074,-0.00682,0.0,-0.00682,0.0,0.0,10.0,0.0
1776020653.1931367,61.771,-122.870628,0.001305,-0.187912,-0.013051,0.0,-0.013051,0.0,0.0,10.0,0.0
1776020653.2136438,61.791,-122.870987,-0.000593,-0.036195,0.005934,0.0,0.005934,0.0,0.0,10.0,0.0
1776020653.23349,61.811,-122.870262,-0.000297,0.082,0.002971,0.0,0.002971,0.0,0.0,10.0,0.0
1776020653.2543063,61.831,-122.868362,-0.001032,0.381743,0.010324,0.0,0.010324,0.0,0.0,10.0,0.0
1776020653.273081,61.851,-122.869057,-0.000624,0.241531,0.006238,0.0,0.006238,0.0,0.0,10.0,0.0
1776020653.293486,61.871,-122.868935,9.3e-05,0.069103,-0.000931,0.0,-0.000931,0.0,0.0,10.0,0.0
1776020653.3145962,61.891,-122.870697,-0.001093,0.079608,0.010925,0.0,0.010925,0.0,0.0,10.0,0.0
1776020653.3346443,61.911,-122.868935,-0.000627,0.09617,0.006275,0.0,0.006275,0.0,0.0,10.0,0.0
1776020653.3532054,61.931,-122.869728,0.000581,-0.173371,-0.005807,0.0,-0.005807,0.0,0.0,10.0,0.0
1776020653.3733082,61.951,-122.869316,0.000342,-0.290496,-0.003421,0.0,-0.003421,0.0,0.0,10.0,0.0
1776020653.3938365,61.971,-122.870163,-0.000185,-0.005868,0.001853,0.0,0.001853,0.0,0.0,10.0,0.0
1776020653.4141622,61.991,-122.870674,0.000485,-0.020427,-0.004853,0.0,-0.004853,0.0,0.0,10.0,0.0
1776020653.434074,62.011,-122.871368,0.000401,-0.124316,-0.004014,0.0,-0.004014,0.0,0.0,10.0,0.0
1776020653.4540732,62.031,-122.869827,0.000928,-0.16371,-0.009282,0.0,-0.009282,0.0,0.0,10.0,0.0
1776020653.4732258,62.051,-122.870399,0.000368,-0.001012,-0.003681,0.0,-0.003681,0.0,0.0,10.0,0.0
1776020653.4962146,62.071,-122.869156,0.000217,0.012811,-0.002171,0.0,-0.002171,0.0,0.0,10.0,0.0
1776020653.5158386,62.091,-122.870026,0.000457,-0.06025,-0.004567,0.0,-0.004567,0.0,0.0,10.0,0.0
1776020653.5358558,62.111,-122.871407,0.000677,-0.1847,-0.006769,0.0,-0.006769,0.0,0.0,10.0,0.0
1776020653.5555627,62.131,-122.870941,-0.000338,0.104295,0.00338,0.0,0.00338,0.0,0.0,10.0,0.0
1776020653.5772817,62.151,-122.871056,-0.000469,0.266528,0.004688,0.0,0.004688,0.0,0.0,10.0,0.0
1776020653.5950723,62.171,-122.869156,-0.000239,0.067891,0.002387,0.0,0.002387,0.0,0.0,10.0,0.0
1776020653.616156,62.191,-122.869415,0.000288,-0.1051,-0.002883,0.0,-0.002883,0.0,0.0,10.0,0.0
1776020653.6353528,62.211,-122.867775,-0.000752,0.044285,0.007519,0.0,0.007519,0.0,0.0,10.0,0.0
1776020653.655648,62.231,-122.870476,1.1e-05,-0.018461,-0.000115,0.0,-0.000115,0.0,0.0,10.0,0.0
1776020653.675803,62.251,-122.870277,-0.000938,-0.017471,0.009384,0.0,0.009384,0.0,0.0,10.0,0.0
1776020653.6961913,62.271,-122.869209,-0.000253,0.014908,0.002532,0.0,0.002532,0.0,0.0,10.0,0.0
1776020653.7152987,62.291,-122.86689,-0.000122,0.125099,0.001224,0.0,0.001224,0.0,0.0,10.0,0.0
1776020653.7358527,62.311,-122.867813,0.000439,-0.02032,-0.004387,0.0,-0.004387,0.0,0.0,10.0,0.0
1776020653.7559822,62.331,-122.867744,0.001459,-0.345368,-0.01459,0.0,-0.01459,0.0,0.0,10.0,0.0
1776020653.7766814,62.351,-122.868607,0.00109,-0.299043,-0.010904,0.0,-0.010904,0.0,0.0,10.0,0.0
1776020653.7960422,62.371,-122.868675,0.000566,-0.1177,-0.005664,0.0,-0.005664,0.0,0.0,10.0,0.0
1776020653.8160517,62.391,-122.869194,0.000674,0.112469,-0.006744,0.0,-0.006744,0.0,0.0,10.0,0.0
1776020653.8359652,62.411,-122.869621,0.000576,0.142842,-0.00576,0.0,-0.00576,0.0,0.0,10.0,0.0
1776020653.8562467,62.431,-122.870995,0.000875,-0.09068,-0.00875,0.0,-0.00875,0.0,0.0,10.0,0.0
1776020653.8761768,62.451,-122.868523,-0.000308,-0.001777,0.003077,0.0,0.003077,0.0,0.0,10.0,0.0
1776020653.8959057,62.471,-122.865929,0.000966,-0.149602,-0.009658,0.0,-0.009658,0.0,0.0,10.0,0.0
1776020653.9159791,62.491,-122.865807,-0.000558,-0.098723,0.005581,0.0,0.005581,0.0,0.0,10.0,0.0
1776020653.9361537,62.511,-122.86541,-0.000501,0.022211,0.005014,0.0,0.005014,0.0,0.0,10.0,0.0
1776020653.9557796,62.531,-122.867531,-0.001383,0.263799,0.013834,0.0,0.013834,0.0,0.0,10.0,0.0
1776020653.9758525,62.551,-122.867218,0.000189,-0.018724,-0.001886,0.0,-0.001886,0.0,0.0,10.0,0.0
1776020653.9959152,62.571,-122.870262,-3e-06,-0.075412,3e-05,0.0,3e-05,0.0,0.0,10.0,0.0
1776020654.0164123,62.591,-122.868591,4e-05,-0.078862,-0.000397,0.0,-0.000397,0.0,0.0,10.0,0.0
1776020654.0362153,62.611,-122.870506,-0.000362,0.121973,0.003623,0.0,0.003623,0.0,0.0,10.0,0.0
1776020654.0567694,62.631,-122.868431,0.001058,-0.110194,-0.01058,0.0,-0.01058,0.0,0.0,10.0,0.0
1776020654.0760496,62.651,-122.868515,0.0009,-0.072275,-0.008997,0.0,-0.008997,0.0,0.0,10.0,0.0
1776020654.09617,62.671,-122.867516,0.000514,-0.063735,-0.005136,0.0,-0.005136,0.0,0.0,10.0,0.0
1776020654.1156425,62.691,-122.868256,0.000331,0.007024,-0.003311,0.0,-0.003311,0.0,0.0,10.0,0.0
1776020654.135871,62.711,-122.868256,0.000533,-0.142012,-0.005331,0.0,-0.005331,0.0,0.0,10.0,0.0
1776020654.1559553,62.731,-122.86911,0.0018,-0.317441,-0.018002,0.0,-0.018002,0.0,0.0,10.0,0.0
1776020654.1760628,62.751,-122.869156,-0.000111,0.042129,0.001113,0.0,0.001113,0.0,0.0,10.0,0.0
1776020654.1953926,62.771,-122.868828,-0.000587,0.184728,0.005874,0.0,0.005874,0.0,0.0,10.0,0.0
1776020654.2158682,62.791,-122.868195,0.000132,0.069467,-0.00132,0.0,-0.00132,0.0,0.0,10.0,0.0
1776020654.2362826,62.811,-122.866547,-9.3e-05,0.087215,0.00093,0.0,0.00093,0.0,0.0,10.0,0.0
1776020654.256366,62.831,-122.867088,-0.000229,0.171873,0.002288,0.0,0.002288,0.0,0.0,10.0,0.0
1776020654.2752762,62.851,-122.865372,-0.000621,0.095264,0.00621,0.0,0.00621,0.0,0.0,10.0,0.0
1776020654.2955356,62.871,-122.864876,-0.000563,0.061446,0.005628,0.0,0.005628,0.0,0.0,10.0,0.0
1776020654.3157427,62.891,-122.864281,0.000747,-0.167005,-0.007467,0.0,-0.007467,0.0,0.0,10.0,0.0
1776020654.3363204,62.911,-122.864922,0.000344,-0.215422,-0.003441,0.0,-0.003441,0.0,0.0,10.0,0.0
1776020654.3551633,62.931,-122.865929,0.000437,-0.173072,-0.004373,0.0,-0.004373,0.0,0.0,10.0,0.0
1776020654.3757496,62.951,-122.865982,0.000497,-0.124589,-0.004968,0.0,-0.004968,0.0,0.0,10.0,0.0
1776020654.3955197,62.971,-122.864769,0.000266,-0.023678,-0.002661,0.0,-0.002661,0.0,0.0,10.0,0.0
1776020654.4163618,62.991,-122.866653,-0.000547,0.131681,0.005472,0.0,0.005472,0.0,0.0,10.0,0.0
1776020654.4359188,63.011,-122.865646,0.000905,-0.025803,-0.009047,0.0,-0.009047,0.0,0.0,10.0,0.0
1776020654.4571645,63.031,-122.866562,0.001092,-0.190536,-0.010921,0.0,-0.010921,0.0,0.0,10.0,0.0
1776020654.4759989,63.051,-122.864151,0.000569,-0.080244,-0.00569,0.0,-0.00569,0.0,0.0,10.0,0.0
1776020654.4960153,63.071,-122.862419,0.001434,-0.041292,-0.014337,0.0,-0.014337,0.0,0.0,10.0,0.0
1776020654.515349,63.091,-122.863419,0.003294,-0.387012,-0.032938,0.0,-0.032938,0.0,0.0,10.0,0.0
1776020654.5357022,63.111,-122.863319,0.00189,-0.354101,-0.018901,0.0,-0.018901,0.0,0.0,10.0,0.0
1776020654.555304,63.131,-122.864059,0.00182,-0.507259,-0.018202,0.0,-0.018202,0.0,0.0,10.0,0.0
1776020654.5765646,63.151,-122.862679,0.00102,-0.288937,-0.010197,0.0,-0.010197,0.0,0.0,10.0,0.0
1776020654.595451,63.171,-122.862419,-3e-06,0.031754,2.8e-05,0.0,2.8e-05,0.0,0.0,10.0,0.0
1776020654.6167963,63.191,-122.860153,-0.000626,0.001763,0.006263,0.0,0.006263,0.0,0.0,10.0,0.0
1776020654.6354527,63.211,-122.860275,-0.000428,0.067433,0.004275,0.0,0.004275,0.0,0.0,10.0,0.0
1776020654.6557467,63.231,-122.859718,-0.000923,0.139488,0.009228,0.0,0.009228,0.0,0.0,10.0,0.0
1776020654.6752343,63.251,-122.859154,-0.001519,0.420846,0.015189,0.0,0.015189,0.0,0.0,10.0,0.0
1776020654.695068,63.271,-122.856476,-0.000274,0.172068,0.002739,0.0,0.002739,0.0,0.0,10.0,0.0
1776020654.7159243,63.291,-122.854195,-0.000921,0.296652,0.009211,0.0,0.009211,0.0,0.0,10.0,0.0
1776020654.737035,63.311,-122.851166,0.000357,0.048962,-0.003568,0.0,-0.003568,0.0,0.0,10.0,0.0
1776020654.755579,63.331,-122.851654,0.000395,-0.096219,-0.003952,0.0,-0.003952,0.0,0.0,10.0,0.0
1776020654.775442,63.351,-122.849701,0.001126,-0.277012,-0.011257,0.0,-0.011257,0.0,0.0,10.0,0.0
1776020654.7959216,63.371,-122.850426,0.000481,-0.04305,-0.004811,0.0,-0.004811,0.0,0.0,10.0,0.0
1776020654.8167717,63.391,-122.850304,0.001251,-0.268559,-0.012511,0.0,-0.012511,0.0,0.0,10.0,0.0
1776020654.8369093,63.411,-122.851234,0.001728,-0.363489,-0.01728,0.0,-0.01728,0.0,0.0,10.0,0.0
1776020654.8567255,63.431,-122.851807,0.000431,0.009268,-0.004308,0.0,-0.004308,0.0,0.0,10.0,0.0
1776020654.8755195,63.451,-122.850861,0.000334,0.144976,-0.003335,0.0,-0.003335,0.0,0.0,10.0,0.0
1776020654.8955164,63.471,-122.851761,0.000472,0.005816,-0.004717,0.0,-0.004717,0.0,0.0,10.0,0.0
1776020654.9159563,63.491,-122.850426,3.6e-05,-0.017114,-0.000359,0.0,-0.000359,0.0,0.0,10.0,0.0
1776020654.9361389,63.511,-122.8517,-0.001282,-0.00453,0.012818,0.0,0.012818,0.0,0.0,10.0,0.0
1776020654.9563546,63.531,-122.851013,-0.001156,-0.018796,0.011561,0.0,0.011561,0.0,0.0,10.0,0.0
1776020654.9752786,63.551,-122.8498,-0.00256,0.32914,0.025602,0.0,0.025602,0.0,0.0,10.0,0.0
1776020654.9957488,63.571,-122.849457,-0.00118,0.320252,0.011802,0.0,0.011802,0.0,0.0,10.0,0.0
1776020655.0160105,63.591,-122.850304,6.3e-05,-0.025182,-0.000629,0.0,-0.000629,0.0,0.0,10.0,0.0
1776020655.0364835,63.611,-122.848701,-0.000286,-0.098261,0.002861,0.0,0.002861,0.0,0.0,10.0,0.0
1776020655.056722,63.631,-122.846939,0.000282,0.020421,-0.002817,0.0,-0.002817,0.0,0.0,10.0,0.0
1776020655.0760307,63.651,-122.845329,0.00063,-0.064238,-0.006303,0.0,-0.006303,0.0,0.0,10.0,0.0
1776020655.0955691,63.671,-122.847023,0.001262,-0.261946,-0.012617,0.0,-0.012617,0.0,0.0,10.0,0.0
1776020655.1158583,63.691,-122.846901,0.00087,0.006023,-0.008696,0.0,-0.008696,0.0,0.0,10.0,0.0
1776020655.1368237,63.711,-122.846642,0.001193,-0.141647,-0.011927,0.0,-0.011927,0.0,0.0,10.0,0.0
1776020655.155823,63.731,-122.84552,0.000952,-0.10737,-0.009522,0.0,-0.009522,0.0,0.0,10.0,0.0
1776020655.1765976,63.751,-122.84687,-6.6e-05,-0.082141,0.000657,0.0,0.000657,0.0,0.0,10.0,0.0
1776020655.195695,63.771,-122.847458,-0.000103,0.131497,0.00103,0.0,0.00103,0.0,0.0,10.0,0.0
1776020655.215795,63.791,-122.847107,0.000291,-0.047607,-0.002911,0.0,-0.002911,0.0,0.0,10.0,0.0
1776020655.2354786,63.811,-122.847008,-0.000421,-0.013423,0.004214,0.0,0.004214,0.0,0.0,10.0,0.0
1776020655.2565193,63.831,-122.843758,-0.000112,-0.176701,0.001118,0.0,0.001118,0.0,0.0,10.0,0.0
1776020655.2753644,63.851,-122.842636,-0.000621,-0.09464,0.006207,0.0,0.006207,0.0,0.0,10.0,0.0
1776020655.2959442,63.871,-122.840698,-0.000679,0.169617,0.006786,0.0,0.006786,0.0,0.0,10.0,0.0
1776020655.3157814,63.891,-122.840248,-0.000199,0.062761,0.00199,0.0,0.00199,0.0,0.0,10.0,0.0
1776020655.3362043,63.911,-122.838295,0.000261,-0.091425,-0.002607,0.0,-0.002607,0.0,0.0,10.0,0.0
1776020655.3557975,63.931,-122.837517,-0.000511,0.106638,0.00511,0.0,0.00511,0.0,0.0,10.0,0.0
1776020655.3759022,63.951,-122.836189,-9.6e-05,0.295703,0.000957,0.0,0.000957,0.0,0.0,10.0,0.0
1776020655.3959074,63.971,-122.835655,0.000864,0.116931,-0.008645,0.0,-0.008645,0.0,0.0,10.0,0.0
1776020655.4163232,63.991,-122.83197,0.000367,-0.016018,-0.003666,0.0,-0.003666,0.0,0.0,10.0,0.0
1776020655.4366798,64.011,-122.831093,-0.000111,0.022308,0.001112,0.0,0.001112,0.0,0.0,10.0,0.0
1776020655.4575615,64.031,-122.828812,-0.001319,0.262409,0.013189,0.0,0.013189,0.0,0.0,10.0,0.0
1776020655.475594,64.051,-122.82753,0.00076,-0.235915,-0.007601,0.0,-0.007601,0.0,0.0,10.0,0.0
1776020655.4953125,64.071,-122.825508,-0.002176,0.070924,0.02176,0.0,0.02176,0.0,0.0,10.0,0.0
1776020655.5158975,64.091,-122.823662,-0.001699,0.0053,0.016992,0.0,0.016992,0.0,0.0,10.0,0.0
1776020655.5359216,64.111,-122.822929,-0.000396,-0.107489,0.00396,0.0,0.00396,0.0,0.0,10.0,0.0
1776020655.5563407,64.131,-122.822098,0.000726,-0.046561,-0.00726,0.0,-0.00726,0.0,0.0,10.0,0.0
1776020655.5755146,64.151,-122.821846,-0.000952,0.110476,0.009523,0.0,0.009523,0.0,0.0,10.0,0.0
1776020655.5959818,64.171,-122.817993,-0.000331,0.023534,0.003312,0.0,0.003312,0.0,0.0,10.0,0.0
1776020655.6154366,64.191,-122.818512,0.001093,-0.135972,-0.010933,0.0,-0.010933,0.0,0.0,10.0,0.0
1776020655.6358967,64.211,-122.817039,0.001691,-0.260845,-0.016908,0.0,-0.016908,0.0,0.0,10.0,0.0
1776020655.6555636,64.231,-122.816864,0.001805,-0.362063,-0.018047,0.0,-0.018047,0.0,0.0,10.0,0.0
1776020655.675841,64.251,-122.815498,-0.000483,0.034689,0.00483,0.0,0.00483,0.0,0.0,10.0,0.0
1776020655.6953259,64.271,-122.815262,-0.00083,0.182808,0.008305,0.0,0.008305,0.0,0.0,10.0,0.0
1776020655.7153,64.291,-122.81179,-0.000423,0.123841,0.004235,0.0,0.004235,0.0,0.0,10.0,0.0
1776020655.7353354,64.311,-122.812149,-0.000559,0.107874,0.005593,0.0,0.005593,0.0,0.0,10.0,0.0
1776020655.7553058,64.331,-122.811386,-1.5e-05,-0.020901,0.000147,0.0,0.000147,0.0,0.0,10.0,0.0
1776020655.7753804,64.351,-122.810196,0.000944,-0.303943,-0.009443,0.0,-0.009443,0.0,0.0,10.0,0.0
1776020655.7955391,64.371,-122.80854,0.000865,-0.198262,-0.008652,0.0,-0.008652,0.0,0.0,10.0,0.0
1776020655.8153753,64.391,-122.809624,0.00054,-0.206247,-0.005402,0.0,-0.005402,0.0,0.0,10.0,0.0
1776020655.8360193,64.411,-122.809006,-0.000866,0.102801,0.008659,0.0,0.008659,0.0,0.0,10.0,0.0
1776020655.8557432,64.431,-122.809898,0.000699,-0.069398,-0.006989,0.0,-0.006989,0.0,0.0,10.0,0.0
1776020655.875838,64.451,-122.810158,-0.000422,0.119477,0.004216,0.0,0.004216,0.0,0.0,10.0,0.0
1776020655.895542,64.471,-122.809677,-0.000945,0.069546,0.009451,0.0,0.009451,0.0,0.0,10.0,0.0
1776020655.9159634,64.491,-122.80883,-0.000667,-0.156028,0.006668,0.0,0.006668,0.0,0.0,10.0,0.0
1776020655.9353142,64.511,-122.80555,-0.001508,0.162664,0.01508,0.0,0.01508,0.0,0.0,10.0,0.0
1776020655.9556267,64.531,-122.804718,-0.000254,-0.053169,0.002538,0.0,0.002538,0.0,0.0,10.0,0.0
1776020655.9755912,64.551,-122.802696,-0.000313,0.105013,0.003127,0.0,0.003127,0.0,0.0,10.0,0.0
1776020655.996115,64.571,-122.800117,-0.000332,0.318052,0.003322,0.0,0.003322,0.0,0.0,10.0,0.0
1776020656.0155044,64.591,-122.796799,6e-05,0.322757,-0.000597,0.0,-0.000597,0.0,0.0,10.0,0.0
1776020656.035498,64.611,-122.797043,0.000842,0.014172,-0.008421,0.0,-0.008421,0.0,0.0,10.0,0.0
1776020656.055951,64.631,-122.793831,0.001277,-0.1826,-0.012772,0.0,-0.012772,0.0,0.0,10.0,0.0
1776020656.0767376,64.651,-122.79319,0.00054,-0.130662,-0.005398,0.0,-0.005398,0.0,0.0,10.0,0.0
1776020656.0970056,64.671,-122.789162,0.00088,-0.082865,-0.008803,0.0,-0.008803,0.0,0.0,10.0,0.0
1776020656.1159759,64.691,-122.789337,0.000335,-0.202964,-0.003354,0.0,-0.003354,0.0,0.0,10.0,0.0
1776020656.136881,64.711,-122.787888,6e-05,-0.116371,-0.000603,0.0,-0.000603,0.0,0.0,10.0,0.0
1776020656.155668,64.731,-122.787437,0.000621,0.000246,-0.006215,0.0,-0.006215,0.0,0.0,10.0,0.0
1776020656.1761684,64.751,-122.785728,-0.00077,0.220769,0.007704,0.0,0.007704,0.0,0.0,10.0,0.0
1776020656.1961591,64.771,-122.785126,-0.000905,0.349677,0.009052,0.0,0.009052,0.0,0.0,10.0,0.0
1776020656.2153926,64.791,-122.783569,-0.000322,0.224716,0.003217,0.0,0.003217,0.0,0.0,10.0,0.0
1776020656.2352843,64.811,-122.781944,-0.000795,0.38025,0.007952,0.0,0.007952,0.0,0.0,10.0,0.0
1776020656.2555456,64.831,-122.779594,-0.000293,0.049064,0.00293,0.0,0.00293,0.0,0.0,10.0,0.0
1776020656.2752688,64.851,-122.775543,-0.001383,0.061342,0.013834,0.0,0.013834,0.0,0.0,10.0,0.0
1776020656.295305,64.871,-122.775856,-0.001439,-0.063053,0.01439,0.0,0.01439,0.0,0.0,10.0,0.0
1776020656.3156974,64.891,-122.774529,-0.000717,-0.014445,0.007167,0.0,0.007167,0.0,0.0,10.0,0.0
1776020656.3360684,64.911,-122.775085,-0.00035,-0.109228,0.003504,0.0,0.003504,0.0,0.0,10.0,0.0
1776020656.3555806,64.931,-122.775215,-0.00033,-0.085584,0.003296,0.0,0.003296,0.0,0.0,10.0,0.0
1776020656.3758225,64.951,-122.777122,-0.000766,0.064373,0.007656,0.0,0.007656,0.0,0.0,10.0,0.0
1776020656.3957624,64.971,-122.775841,4.7e-05,0.116836,-0.000466,0.0,-0.000466,0.0,0.0,10.0,0.0
1776020656.4159436,64.991,-122.775101,0.001383,-0.247012,-0.013827,0.0,-0.013827,0.0,0.0,10.0,0.0
1776020656.435488,65.011,-122.771591,0.000928,-0.200599,-0.009278,0.0,-0.009278,0.0,0.0,10.0,0.0
1776020656.455832,65.031,-122.77021,0.000221,-0.197549,-0.002214,0.0,-0.002214,0.0,0.0,10.0,0.0
1776020656.4758282,65.051,-122.76889,0.000938,-0.197909,-0.009376,0.0,-0.009376,0.0,0.0,10.0,0.0
1776020656.4959357,65.071,-122.767998,0.000457,-0.081171,-0.004567,0.0,-0.004567,0.0,0.0,10.0,0.0
1776020656.516317,65.091,-122.767166,0.000532,-0.052259,-0.005318,0.0,-0.005318,0.0,0.0,10.0,0.0
1776020656.5357738,65.111,-122.767082,9.6e-05,0.035754,-0.000964,0.0,-0.000964,0.0,0.0,10.0,0.0
1776020656.5557919,65.131,-122.766876,-0.000303,0.087316,0.003028,0.0,0.003028,0.0,0.0,10.0,0.0
1776020656.5758038,65.151,-122.765594,-2.7e-05,-0.058261,0.000268,0.0,0.000268,0.0,0.0,10.0,0.0
1776020656.5962236,65.171,-122.765648,-0.000405,0.104852,0.004045,0.0,0.004045,0.0,0.0,10.0,0.0
1776020656.6157825,65.191,-122.764709,-0.000646,0.138221,0.006458,0.0,0.006458,0.0,0.0,10.0,0.0
1776020656.63586,65.211,-122.765923,-0.001321,0.29232,0.013208,0.0,0.013208,0.0,0.0,10.0,0.0
1776020656.655884,65.231,-122.762672,0.000544,-0.071989,-0.005437,0.0,-0.005437,0.0,0.0,10.0,0.0
1776020656.6759121,65.251,-122.763344,0.000693,-0.230504,-0.006927,0.0,-0.006927,0.0,0.0,10.0,0.0
1776020656.695205,65.271,-122.76152,-0.000831,0.136296,0.008314,0.0,0.008314,0.0,0.0,10.0,0.0
